t # 0
v 190 151
v 191 624
v 192 1292
v 193 228
v 194 2951
v 195 96
v 196 2253
v 197 137
v 198 470
v 199 170
v 200 2661
v 201 314
v 202 991
v 203 186
v 204 2952
v 205 65
v 206 2953
v 207 69
v 208 82
v 209 1084
v 210 15
v 211 227
v 212 377
v 213 176
v 214 160
v 215 142
v 216 983
v 217 134
v 218 551
v 219 1298
v 220 1039
v 221 198
v 222 163
v 223 961
v 224 937
v 225 264
v 226 8
v 227 20
v 228 2954
v 229 1014
v 230 2955
v 231 1783
v 232 24
v 233 84
v 234 89
v 235 439
v 236 91
v 237 855
v 238 63
v 239 2738
v 240 720
v 241 605
v 242 1990
v 243 1167
v 244 2956
v 245 921
v 246 748
v 247 912
v 248 2957
v 249 298
v 250 948
v 251 932
v 252 458
v 253 627
v 254 570
v 255 2958
v 256 2959
v 257 140
v 258 64
v 259 76
v 260 1517
v 261 299
v 262 469
v 263 1111
e 0 1 9090
e 0 2 10814
e 0 3 10815
e 0 4 10816
e 2 5 10817
e 6 7 63
e 6 8 10818
e 6 9 56
e 6 10 5757
e 6 11 10819
e 6 12 10820
e 6 13 1440
e 6 14 58
e 6 15 5760
e 6 16 2330
e 6 17 3432
e 6 18 10821
e 7 19 10822
e 7 20 10823
e 7 9 4985
e 8 1 10824
e 8 2 10825
e 8 21 10826
e 8 4 10827
e 8 22 10828
e 21 23 10829
e 21 24 10830
e 5 25 10831
e 5 26 44
e 5 27 7556
e 5 28 1547
e 5 29 10832
e 5 30 10833
e 5 31 7548
e 5 32 617
e 5 33 10834
e 5 34 42
e 5 35 1744
e 5 36 10835
e 5 37 29
e 5 38 10836
e 5 39 10837
e 5 40 10838
e 5 41 10839
e 5 42 10840
e 5 43 10841
e 5 43 10842
e 5 44 10843
e 5 45 10844
e 5 46 10845
e 5 47 10846
e 5 48 10847
e 5 49 6158
e 5 50 10848
e 5 51 10849
e 5 52 10850
e 5 53 43
e 5 54 10851
e 5 55 10852
e 5 56 5651
e 5 57 10853
e 5 58 10854
e 5 59 10855
e 5 60 10856
e 5 61 10857
e 5 62 10858
e 25 9 10204
e 23 63 10859
e 64 21 10860
e 64 63 10861
e 65 21 8930
e 65 9 10862
e 9 66 7573
e 9 5 8
e 9 67 10863
e 68 9 7574
e 68 3 10864
e 10 69 10865
e 10 70 10866
e 10 15 10867
e 69 1 2380
e 69 9 2090
e 69 71 10868
e 70 72 10869
e 71 9 10870
e 71 73 10871
e 71 74 10872
e 73 24 10873
e 73 75 10874
e 73 74 5743
e 73 76 10875
e 73 77 10876
e 73 78 10877
e 74 79 10878
e 74 80 7075
e 74 81 10879
e 74 82 10880
e 74 82 9475
e 74 82 10881
e 74 83 10882
e 74 84 10883
e 74 85 10884
e 74 86 10885
e 74 87 10886
e 74 88 10887
e 74 89 10888
e 74 90 10889
e 74 91 3985
e 74 92 687
e 74 92 688
e 74 92 689
e 74 93 10890
e 74 94 9468
e 74 95 10891
e 74 96 10892
e 74 97 10893
e 74 97 3025
e 74 72 10894
e 74 98 10895
e 74 99 5725
e 74 100 10896
e 74 73 5723
e 74 101 10897
e 74 102 10898
e 74 103 6176
e 74 103 472
e 74 103 10899
e 74 103 10900
e 74 104 6174
e 74 74 10901
e 74 105 10902
e 74 106 10903
e 74 107 10904
e 74 108 10905
e 79 25 10906
e 80 109 10907
e 72 73 10908
e 72 25 10909
e 72 9 10910
e 72 110 10911
e 111 73 10912
e 111 73 10913
e 111 73 10914
e 111 112 7715
e 111 113 10915
e 112 103 10916
e 112 114 10917
e 112 25 7580
e 112 115 10918
e 11 9 6725
e 12 1 10919
e 12 110 10920
e 12 67 10921
e 12 116 10922
e 12 117 10923
e 12 13 9058
e 118 11 10924
e 110 78 10925
e 110 78 10926
e 110 119 10927
e 110 120 10928
e 110 67 10929
e 110 74 10930
e 110 121 10931
e 110 22 10932
e 110 25 10933
e 67 5 1617
e 116 122 896
e 78 25 10934
e 78 123 10935
e 119 124 10936
e 119 125 10937
e 122 126 9616
e 122 127 533
e 122 128 10938
e 15 129 10939
e 15 109 10940
e 15 130 10941
e 15 131 10942
e 15 132 10943
e 15 110 10944
e 15 133 175
e 15 134 10945
e 15 73 10946
e 15 135 10947
e 129 74 10948
e 129 136 10949
e 136 137 820
e 136 138 3936
e 81 139 10950
e 82 78 10951
e 82 110 10952
e 82 67 10953
e 82 20 10954
e 130 109 10955
e 130 73 10956
e 140 73 2133
e 140 92 2132
e 140 141 10957
e 140 101 10958
e 140 74 5071
e 92 5 115
e 92 92 605
e 92 67 10959
e 92 142 5263
e 92 74 604
e 92 143 10960
e 144 92 5872
e 144 9 2359
e 83 50 10961
e 84 50 10962
e 84 24 10963
e 85 145 10964
e 87 75 10965
e 146 72 10966
e 146 147 10967
e 147 80 10968
e 147 148 10969
e 147 149 10970
e 147 150 10971
e 147 13 10972
e 147 73 10973
e 147 50 10974
e 151 73 10975
e 151 152 10976
e 151 153 10977
e 152 73 10978
e 152 74 10979
e 148 154 2800
e 16 79 10980
e 16 155 154
e 16 156 526
e 16 22 7664
e 16 94 9454
e 16 103 2247
e 16 148 158
e 16 101 10981
e 157 9 169
e 157 9 467
e 157 158 173
e 157 159 10982
e 157 82 10983
e 157 22 10984
e 157 22 10985
e 158 160 6214
e 158 161 10986
e 155 79 10987
e 155 162 10988
e 22 163 10989
e 22 148 10990
e 22 164 10991
e 22 165 10992
e 22 166 10993
e 162 167 10994
e 167 9 7770
e 167 103 10995
e 103 9 10207
e 103 5 7963
e 168 6 10996
e 168 147 10997
e 168 169 10998
e 169 147 10999
e 169 22 11000
e 169 74 3652
e 169 170 11001
e 171 9 264
e 171 25 11002
e 172 9 147
e 172 173 11003
e 173 5 2207
e 132 1 11004
e 132 174 11005
e 132 175 11006
e 174 112 11007
e 174 92 11008
e 174 111 11009
e 174 176 4229
e 174 75 11010
e 175 174 11011
e 175 177 11012
e 114 178 2686
e 177 112 11013
e 179 15 11014
e 179 8 11015
e 179 147 11016
e 179 180 11017
e 181 74 4959
e 88 174 6475
e 89 174 11018
e 90 92 11019
e 90 182 11020
e 91 92 11021
e 91 183 11022
e 184 74 11023
e 184 74 8394
e 184 92 11024
e 182 92 11025
e 183 185 9602
e 183 186 11026
e 186 136 5615
e 186 78 11027
e 186 49 11028
e 186 187 11029
e 188 189 11030
e 188 190 11031
e 189 103 11032
e 190 75 1511
e 191 189 11033
e 192 189 11034
e 192 9 9077
e 193 9 11035
e 193 112 11036
e 115 194 11037
e 194 195 11038
e 194 196 11039
e 150 193 11040
e 150 197 200
e 150 198 2733
e 150 199 1926
e 200 190 11041
e 200 112 11042
e 201 112 7824
e 201 78 11043
e 202 203 11044
e 202 204 11045
e 202 205 11046
e 203 25 5752
e 204 203 11047
e 204 111 11048
e 204 95 11049
e 204 206 11050
e 204 25 11051
e 205 152 11052
e 205 207 85
e 205 208 433
e 197 78 10293
e 197 209 11053
e 197 9 208
e 197 210 11054
e 197 25 11055
e 197 208 11056
e 197 119 11057
e 180 103 11058
e 180 74 11059
e 93 103 11060
e 94 103 9491
e 94 101 11061
e 211 73 11062
e 211 212 11063
e 211 143 11064
e 211 197 11065
e 212 9 11066
e 212 213 11067
e 212 103 11068
e 143 5 22
e 76 5 313
e 213 78 11069
e 214 213 11070
e 214 215 11071
e 214 100 241
e 214 50 239
e 215 216 11072
e 217 218 11073
e 217 219 11074
e 218 20 11075
e 218 15 11076
e 20 110 11077
e 20 5 423
e 133 110 11078
e 220 110 11079
e 221 73 11080
e 221 78 11081
e 221 100 11082
e 221 222 11083
e 134 78 11084
e 134 223 11085
e 134 215 11086
e 134 9 11087
e 223 142 11088
e 223 75 11089
e 216 78 11090
e 224 216 11091
e 225 74 11092
e 225 226 11093
e 225 9 540
e 225 82 11094
e 206 78 11095
e 227 74 2749
e 227 228 11096
e 227 110 11097
e 227 67 11098
e 227 73 11099
e 227 159 1198
e 228 78 11100
e 97 229 11101
e 97 9 3104
e 97 134 11102
e 229 5 2495
e 230 121 11103
e 164 231 11104
e 77 5 401
e 210 78 129
e 208 232 11105
e 208 233 109
e 208 137 108
e 208 234 114
e 208 235 1820
e 208 236 440
e 237 208 11106
e 237 208 2281
e 159 5 5859
e 219 238 11107
e 219 76 11108
e 219 82 11109
e 219 239 11110
e 219 240 11111
e 238 5 367
e 240 122 3177
e 241 242 6263
e 241 74 6450
e 241 243 11112
e 241 244 11113
e 241 150 8973
e 241 13 11114
e 242 241 11115
e 243 174 11116
e 245 98 3376
e 198 244 11117
e 198 82 11118
e 135 73 11119
e 135 246 11120
e 246 186 11121
e 246 247 11122
e 187 248 11123
e 249 248 11124
e 250 187 11125
e 250 251 11126
e 117 9 11127
e 117 197 11128
e 170 9 3924
e 170 78 11129
e 170 252 11130
e 100 49 302
e 222 5 11131
e 222 67 11132
e 253 170 11133
e 253 148 2276
e 254 150 11134
e 199 9 10743
e 199 110 11135
e 199 255 11136
e 255 110 11137
e 255 170 11138
e 256 110 11139
e 257 74 9131
e 101 74 11140
e 102 74 11141
e 104 258 11142
e 259 102 11143
e 260 7 11144
e 260 261 11145
e 261 262 11146
e 261 158 11147
e 261 205 11148
e 262 101 11149
e 262 22 11150
e 262 226 11151
e 262 263 7762
e 18 101 11152
e 18 22 11153
e 263 122 6229
t # 49
v 0 407
v 1 47
v 2 1996
v 3 1149
v 4 180
v 5 214
v 6 100
v 7 7
v 8 255
v 9 2664
v 10 331
v 11 1156
v 12 156
v 13 1154
v 14 2080
v 15 2081
v 16 41
v 17 42
v 18 2960
v 19 2739
v 20 2083
v 21 386
v 22 1213
v 23 1
v 24 261
v 25 61
v 26 125
v 27 342
v 28 541
v 29 434
v 30 17
v 31 1204
v 32 20
v 33 194
v 34 2961
v 35 48
v 36 53
v 37 432
v 38 1504
v 39 593
v 40 15
v 41 98
v 42 145
v 43 2962
v 44 1182
v 45 88
v 46 266
v 47 855
v 48 1205
v 49 58
v 50 2963
v 51 2964
v 52 1201
v 53 1660
v 54 1490
v 55 196
v 56 52
v 57 1175
v 58 82
v 59 83
v 60 86
v 61 627
v 62 11
v 63 126
v 64 543
v 65 106
v 66 702
v 67 112
v 68 500
v 69 144
v 70 1894
v 71 2965
v 72 2336
v 73 401
v 74 44
v 75 1900
v 76 309
v 77 458
v 78 2966
v 79 1398
v 80 110
v 81 454
v 82 111
v 83 2967
v 84 295
v 85 1165
v 86 195
v 87 2702
v 88 617
v 89 170
v 90 1301
v 91 650
v 92 1112
v 93 10
v 94 481
v 95 2538
v 96 603
v 97 49
v 98 120
v 99 199
v 100 155
v 101 505
v 102 1181
v 103 2968
v 104 882
v 105 315
v 106 85
v 107 975
v 108 183
v 109 633
v 110 1033
v 111 2969
v 112 862
v 113 1439
v 114 400
v 115 705
e 0 1 4048
e 0 2 11154
e 0 3 11155
e 0 4 11156
e 0 5 6770
e 0 6 11157
e 1 7 115
e 1 8 11158
e 2 9 11159
e 7 10 613
e 7 11 3005
e 7 12 2994
e 7 13 2999
e 7 14 6733
e 7 15 6734
e 7 16 11160
e 7 17 11161
e 7 18 11162
e 7 19 9985
e 7 20 6737
e 7 8 6738
e 21 1 789
e 21 22 11163
e 21 23 794
e 22 23 11164
e 22 24 11165
e 22 3 11166
e 22 25 11167
e 22 26 11168
e 23 7 8
e 24 23 6520
e 3 1 11169
e 3 27 6551
e 3 28 11170
e 3 28 6626
e 3 6 11171
e 3 29 11172
e 3 30 11173
e 3 2 11174
e 3 31 11175
e 32 23 24
e 32 33 4171
e 32 34 11176
e 32 35 2748
e 32 35 450
e 32 36 6360
e 32 37 11177
e 33 38 4174
e 27 25 6356
e 27 39 11178
e 27 8 11179
e 28 40 11180
e 28 41 11181
e 28 42 11182
e 40 33 11183
e 40 41 553
e 40 27 11184
e 40 1 3079
e 43 5 11185
e 43 31 11186
e 43 44 11187
e 31 45 3142
e 31 27 3143
e 31 46 11188
e 31 35 11189
e 44 27 3139
e 44 47 11190
e 44 5 11191
e 48 31 3144
e 48 49 11192
e 48 2 11193
e 48 28 11194
e 50 31 11195
e 50 51 11196
e 50 35 11197
e 50 52 11198
e 51 33 11199
e 51 53 11200
e 51 50 11201
e 51 52 11202
e 53 33 11203
e 53 54 11204
e 53 30 11205
e 53 39 11206
e 53 23 4855
e 52 25 11207
e 52 33 11208
e 52 28 11209
e 55 33 6817
e 56 31 11210
e 56 57 11211
e 56 22 11212
e 56 32 1330
e 56 37 1923
e 47 58 2014
e 58 59 108
e 58 60 111
e 61 46 11213
e 61 62 2276
e 61 63 11214
e 64 48 11215
e 64 65 11216
e 66 67 11217
e 66 40 11218
e 41 7 313
e 68 40 11219
e 68 35 8746
e 68 69 11220
e 68 70 11221
e 35 41 1597
e 35 41 3030
e 35 41 10363
e 35 7 11222
e 35 71 11223
e 35 72 11224
e 35 73 11225
e 35 26 11226
e 35 74 11227
e 35 75 11228
e 35 23 1849
e 35 76 6375
e 69 77 8383
e 70 78 11229
e 79 69 11230
e 79 16 11231
e 80 3 11232
e 80 2 11233
e 80 69 765
e 81 64 11234
e 65 49 11235
e 65 48 11236
e 65 82 155
e 65 83 11237
e 65 80 154
e 65 84 526
e 57 23 11238
e 57 26 11239
e 26 85 11240
e 26 53 11241
e 26 86 11242
e 26 87 11243
e 26 88 11244
e 26 89 10787
e 90 23 3476
e 90 40 11245
e 91 53 11246
e 91 92 11247
e 92 53 11248
e 92 31 11249
e 92 28 11250
e 34 93 11251
e 94 23 928
e 94 85 10570
e 71 23 11252
e 71 33 11253
e 71 95 11254
e 72 23 11255
e 72 40 11256
e 73 23 6934
e 73 40 11257
e 88 23 7015
e 88 96 11258
e 89 23 10743
e 89 96 11259
e 89 25 9401
e 89 97 11260
e 98 2 11261
e 98 2 11262
e 99 2 11263
e 99 1 4753
e 74 23 56
e 74 100 11264
e 75 25 6117
e 75 23 11265
e 75 28 11266
e 75 89 11267
e 100 28 11268
e 101 23 3461
e 101 27 5274
e 101 1 11269
e 97 53 11270
e 102 103 11271
e 102 104 11272
e 102 105 11273
e 103 85 11274
e 105 28 11275
e 105 1 578
e 105 27 11276
e 105 47 11277
e 105 106 11278
e 105 107 11279
e 108 102 11280
e 108 50 11281
e 37 23 1922
e 37 109 7098
e 109 23 3924
e 109 110 11282
e 109 111 11283
e 112 110 11284
e 112 25 11285
e 8 1 6750
e 8 27 11286
e 83 69 11287
e 83 48 11288
e 113 0 11289
e 113 106 11290
e 107 1 4971
e 107 1 6823
e 114 107 11291
e 114 1 739
e 114 115 11292
e 115 1 2834
e 115 40 3135
t # 50
v 0 2970
v 1 143
v 2 144
v 3 883
v 4 7
v 5 2270
v 6 2457
v 7 386
v 8 1
v 9 52
v 10 2475
v 11 10
v 12 458
v 13 316
v 14 593
v 15 17
v 16 1578
v 17 125
v 18 2971
v 19 879
v 20 1893
v 21 552
v 22 61
v 23 596
v 24 3
v 25 985
v 26 204
v 27 590
v 28 2858
v 29 2777
v 30 2331
v 31 825
v 32 777
v 33 2972
v 34 682
v 35 1547
v 36 2610
v 37 2973
v 38 2974
v 39 2421
v 40 22
v 41 2975
v 42 211
v 43 924
v 44 2976
v 45 778
v 46 2977
v 47 2978
v 48 1670
v 49 2325
v 50 23
v 51 2740
v 52 2609
v 53 2979
v 54 2980
v 55 1837
v 56 291
v 57 2981
v 58 2982
v 59 21
v 60 2983
v 61 2984
v 62 2985
v 63 2986
v 64 2987
v 65 2988
v 66 331
v 67 2989
v 68 156
v 69 1154
v 70 2990
v 71 1161
v 72 247
v 73 2911
v 74 193
v 75 43
v 76 325
v 77 892
v 78 174
v 79 536
v 80 2991
v 81 485
v 82 714
v 83 753
v 84 73
v 85 14
v 86 481
v 87 255
v 88 1623
v 89 675
v 90 2992
v 91 256
v 92 48
v 93 219
v 94 2993
v 95 910
v 96 2994
v 97 585
v 98 2995
v 99 1585
v 100 2969
v 101 175
v 102 901
v 103 145
v 104 2996
v 105 18
v 106 598
v 107 363
v 108 105
v 109 63
v 110 2021
v 111 652
v 112 74
v 113 2997
v 114 2998
v 115 507
v 116 2871
v 117 790
v 118 1178
v 119 47
v 120 2963
v 121 2999
v 122 2661
v 123 581
v 124 876
v 125 277
v 126 227
v 127 895
v 128 3000
v 129 990
v 130 1308
v 131 1485
v 132 392
v 133 3001
v 134 240
v 135 3002
v 136 385
v 137 2459
v 138 56
v 139 3003
v 140 3004
v 141 1095
v 142 3005
v 143 372
v 144 121
v 145 2846
v 146 1658
v 147 98
v 148 3006
v 149 68
v 150 281
v 151 261
v 152 2642
v 153 3007
v 154 544
v 155 3008
v 156 970
v 157 2009
v 158 58
v 159 1443
v 160 243
v 161 887
v 162 2344
v 163 2669
v 164 3009
v 165 12
v 166 416
v 167 789
v 168 2093
v 169 1469
v 170 3010
v 171 3011
v 172 1406
v 173 855
v 174 82
v 175 83
v 176 89
v 177 633
v 178 2450
v 179 597
v 180 1256
v 181 3012
v 182 158
v 183 2058
v 184 1527
v 185 3013
v 186 508
v 187 15
v 188 667
v 189 2116
v 190 1242
v 191 194
v 192 286
v 193 786
v 194 836
v 195 134
v 196 3014
v 197 318
v 198 627
v 199 2152
v 200 44
v 201 1695
v 202 2628
v 203 3015
v 204 702
v 205 1039
v 206 1660
v 207 3016
v 208 3017
v 209 398
v 210 2443
v 211 3018
v 212 3019
v 213 244
v 214 3020
v 215 2117
v 216 3021
v 217 1264
v 218 3022
v 219 1829
v 220 454
v 221 232
v 222 1823
v 223 1722
v 224 704
v 225 391
v 226 3023
v 227 1989
v 228 198
v 229 169
v 230 1028
v 231 632
v 232 3024
v 233 120
v 234 877
v 235 378
v 236 1949
v 237 842
v 238 136
v 239 3025
v 240 2769
v 241 3026
v 242 3027
v 243 1278
v 244 390
v 245 108
v 246 322
v 247 290
v 248 3028
v 249 214
v 250 229
v 251 1785
v 252 476
v 253 139
v 254 624
v 255 20
v 256 542
v 257 152
v 258 553
v 259 104
v 260 1170
v 261 3029
v 262 980
v 263 259
v 264 812
v 265 201
v 266 1013
v 267 1787
v 268 2172
v 269 3030
v 270 1765
v 271 1696
v 272 2942
v 273 183
v 274 228
v 275 862
v 276 78
v 277 235
v 278 346
v 279 412
v 280 69
v 281 112
v 282 472
v 283 1628
v 284 982
v 285 1234
v 286 1992
v 287 91
v 288 1922
v 289 3031
v 290 3032
v 291 65
v 292 100
v 293 3033
v 294 380
v 295 177
v 296 149
v 297 1058
v 298 913
v 299 393
v 300 2068
v 301 151
v 302 1575
v 303 421
v 304 3034
v 305 313
v 306 1189
v 307 383
v 308 1711
v 309 3035
v 310 3036
v 311 1954
v 312 1715
v 313 3037
v 314 170
v 315 2280
v 316 154
v 317 2023
v 318 480
v 319 3038
v 320 222
v 321 2032
v 322 468
v 323 2302
v 324 3039
v 325 1514
v 326 3040
v 327 1624
v 328 3041
v 329 662
v 330 1697
v 331 2717
v 332 1974
v 333 3042
v 334 804
v 335 3043
v 336 3044
v 337 2773
v 338 106
v 339 11
v 340 641
v 341 3045
v 342 3046
v 343 230
v 344 3047
v 345 1802
v 346 3048
v 347 1552
v 348 1368
v 349 2767
v 350 3049
v 351 463
v 352 1793
v 353 3050
v 354 3051
v 355 3052
v 356 574
v 357 3053
v 358 2955
v 359 1019
v 360 3054
v 361 1369
v 362 2377
v 363 208
v 364 1498
v 365 3055
v 366 1653
v 367 1703
v 368 645
v 369 3056
v 370 1310
v 371 2929
v 372 1231
v 373 795
v 374 1725
v 375 253
v 376 320
v 377 2067
v 378 3057
v 379 934
v 380 981
v 381 64
v 382 128
v 383 3058
v 384 3059
v 385 186
v 386 3060
v 387 493
v 388 283
v 389 625
v 390 2110
v 391 1438
v 392 190
v 393 264
v 394 1127
v 395 2276
v 396 967
v 397 2221
v 398 171
e 0 1 11293
e 0 2 11294
e 0 3 11295
e 2 4 423
e 2 5 7694
e 6 2 11296
e 6 1 11297
e 7 8 4889
e 7 9 4890
e 8 4 8
e 8 10 11298
e 8 11 11
e 8 12 1772
e 8 13 11299
e 8 14 6635
e 8 15 1775
e 8 16 11300
e 8 17 11301
e 9 18 11302
e 9 19 11303
e 9 20 11304
e 9 21 3907
e 9 22 2195
e 9 23 11305
e 9 24 11306
e 9 25 10788
e 9 26 11307
e 9 17 204
e 9 27 11308
e 9 28 11309
e 9 29 11310
e 9 30 11311
e 9 31 11312
e 4 32 2997
e 4 33 11313
e 4 34 1547
e 4 35 4378
e 4 36 10845
e 4 37 11314
e 4 38 11315
e 4 39 11316
e 4 40 11317
e 4 41 11318
e 4 42 11319
e 4 43 2212
e 4 44 11320
e 4 45 1767
e 4 45 3780
e 4 46 11321
e 4 47 11322
e 4 48 4864
e 4 49 11323
e 4 50 29
e 4 51 9986
e 4 52 9261
e 4 53 11324
e 4 54 11325
e 4 55 5639
e 4 56 11326
e 4 57 11327
e 4 58 11328
e 4 59 27
e 4 60 11329
e 4 61 11330
e 4 62 11331
e 4 63 11332
e 4 64 11333
e 4 65 11334
e 4 66 613
e 4 67 11335
e 4 68 2994
e 4 69 2999
e 4 70 11336
e 4 71 3010
e 4 72 420
e 4 73 11337
e 4 74 7872
e 4 75 49
e 4 76 5630
e 4 77 6324
e 78 8 264
e 78 79 11338
e 18 80 11339
e 18 8 11340
e 18 81 11341
e 80 82 11342
e 81 8 11343
e 81 83 11344
e 82 4 1617
e 84 80 11345
e 84 85 11346
e 84 2 11347
e 86 8 928
e 86 87 11348
e 86 88 11349
e 86 89 11350
e 86 90 11351
e 86 80 11352
e 86 85 11353
e 87 91 438
e 87 92 11354
e 83 92 11355
e 93 83 8339
e 93 94 11356
e 93 95 11357
e 96 97 11358
e 96 98 11359
e 96 99 11360
e 96 100 11361
e 96 101 11362
e 97 4 4406
e 97 102 11363
e 97 103 1221
e 99 97 11364
e 99 104 11365
e 100 52 11366
e 101 97 11367
e 101 105 11368
e 106 97 1222
e 106 24 6339
e 106 102 11369
e 24 4 22
e 24 50 7448
e 24 107 11370
e 108 98 11371
e 108 97 11372
e 108 109 1912
e 108 8 147
e 108 8 11373
e 108 110 6452
e 108 111 11374
e 108 112 11375
e 108 113 11376
e 109 4 367
e 104 114 11377
e 115 104 11378
e 115 109 11379
e 115 4 11380
e 115 24 11381
e 115 2 11382
e 115 80 11383
e 115 85 11384
e 116 96 11385
e 116 117 11386
e 117 97 11387
e 117 118 11388
e 117 119 11021
e 117 80 11389
e 120 96 11390
e 120 92 11391
e 92 121 11392
e 92 122 11393
e 92 8 1849
e 92 8 1850
e 92 123 1148
e 92 124 11394
e 92 2 690
e 92 2 691
e 92 119 687
e 92 125 11395
e 92 125 487
e 92 126 8545
e 92 127 10440
e 92 128 11396
e 92 129 11397
e 92 130 11398
e 92 87 486
e 92 115 11399
e 92 115 11400
e 92 131 11401
e 92 132 11402
e 92 133 11403
e 92 134 483
e 92 9 1146
e 92 135 11404
e 92 136 701
e 92 137 11405
e 92 138 6758
e 92 139 11406
e 92 140 11407
e 92 92 7046
e 92 141 11408
e 92 142 11409
e 92 86 11410
e 92 143 11411
e 92 144 11412
e 92 144 11413
e 92 145 11414
e 92 146 11415
e 92 147 1597
e 92 147 3030
e 92 147 10363
e 92 148 11416
e 92 149 8864
e 92 150 11417
e 92 151 8871
e 92 152 11418
e 92 153 11419
e 92 154 11420
e 92 155 11421
e 92 156 11422
e 121 85 11423
e 121 157 11424
e 122 157 11425
e 122 9 11426
e 85 146 11427
e 85 102 11428
e 85 158 11429
e 157 149 11430
e 157 82 11431
e 149 159 6489
e 149 160 11432
e 19 161 11433
e 19 157 11434
e 105 97 11435
e 162 163 11436
e 162 8 11437
e 162 164 11438
e 163 165 11439
e 163 166 11440
e 164 85 11441
e 164 17 11442
e 164 114 11443
e 164 146 11444
e 164 167 11445
e 164 22 11446
e 164 158 11447
e 164 168 11448
e 169 8 4082
e 170 8 11449
e 170 171 11450
e 171 172 11451
e 172 166 8766
e 172 173 11452
e 173 174 2014
e 174 175 108
e 174 176 114
e 17 177 11453
e 17 28 11454
e 17 178 11455
e 17 179 11456
e 17 115 11457
e 17 180 11458
e 17 181 11459
e 17 87 11460
e 17 146 11461
e 17 175 11462
e 17 182 11463
e 17 183 11464
e 17 184 11465
e 177 185 11466
e 28 89 11467
e 28 89 11468
e 28 161 11469
e 28 186 11470
e 28 22 11471
e 28 2 11472
e 178 13 11473
e 146 187 11474
e 146 82 11475
e 146 24 4843
e 146 119 4841
e 146 188 11476
e 146 189 11477
e 146 92 11478
e 146 92 11479
e 146 190 11480
e 146 87 4838
e 146 8 11481
e 146 22 11482
e 187 191 11183
e 20 146 11483
e 20 114 11484
e 20 92 11485
e 124 192 11486
e 193 8 1783
e 194 123 11487
e 195 20 11488
e 195 196 11489
e 195 197 11490
e 195 9 195
e 195 92 11491
e 195 198 11492
e 195 199 11493
e 195 200 3235
e 195 201 11494
e 195 201 11495
e 195 202 11496
e 195 202 11497
e 195 146 11498
e 196 22 11499
e 196 114 11500
e 196 24 11501
e 203 164 11502
e 203 8 11503
e 203 12 11504
e 204 203 11505
e 205 204 11506
e 205 144 11507
e 205 206 11508
e 21 1 11509
e 21 207 11510
e 21 208 11511
e 21 209 11512
e 207 1 11513
e 207 92 11514
e 181 2 11515
e 181 2 11516
e 181 210 11517
e 181 136 11518
e 181 38 11519
e 210 211 11520
e 210 175 11521
e 210 89 11522
e 212 210 11523
e 212 4 11524
e 212 213 11525
e 213 214 11526
e 213 215 6910
e 213 216 11527
e 213 217 7276
e 213 218 11528
e 213 219 11529
e 220 221 11530
e 220 222 11531
e 220 223 11532
e 220 224 11533
e 220 225 11534
e 220 117 11535
e 221 80 11536
e 221 146 11537
e 221 226 11538
e 221 22 11539
e 221 17 11540
e 221 95 11541
e 226 80 11542
e 226 227 11543
e 228 146 11544
e 228 146 11545
e 228 229 11546
e 227 52 11547
e 227 230 11548
e 227 97 11549
e 227 8 11550
e 227 231 11551
e 52 110 11552
e 52 109 11553
e 110 232 11554
e 233 52 11555
e 233 52 11556
e 233 8 467
e 233 89 11557
e 233 119 466
e 233 119 5206
e 233 87 11558
e 233 87 11559
e 233 234 11560
e 235 226 11561
e 236 235 11562
e 236 237 11563
e 238 8 1890
e 238 239 11564
e 239 240 11565
e 239 92 11566
e 241 8 11567
e 241 242 11568
e 242 243 11569
e 119 244 11570
e 119 16 11571
e 119 4 115
e 119 87 11158
e 119 11 2008
e 125 87 586
e 245 8 4938
e 246 8 11572
e 247 91 517
e 247 87 11573
e 247 248 11574
e 126 249 384
e 126 146 11575
e 126 22 11576
e 126 119 11577
e 126 23 11578
e 127 249 11579
e 127 94 11580
e 127 8 2141
e 127 146 11581
e 127 250 11582
e 127 251 11583
e 188 5 11584
e 5 252 11585
e 5 158 11586
e 253 8 2090
e 253 254 11587
e 254 8 11588
e 254 255 11589
e 254 188 11590
e 254 80 11591
e 254 246 11592
e 254 256 11593
e 255 119 658
e 255 257 11594
e 255 2 1200
e 255 258 11595
e 255 259 11596
e 255 87 5189
e 255 166 11597
e 255 173 2182
e 260 255 11598
e 260 119 11599
e 261 188 11600
e 261 262 11601
e 23 1 3441
e 23 151 11602
e 25 263 11603
e 25 144 11604
e 25 126 11605
e 151 158 11606
e 151 13 11607
e 151 4 509
e 151 264 11608
e 265 151 11609
e 265 266 11610
e 265 9 11611
e 266 267 9326
e 266 263 11612
e 267 268 9327
e 144 22 2119
e 144 263 11613
e 144 269 11614
e 144 8 5387
e 144 270 11615
e 144 271 11616
e 144 119 3454
e 144 272 10941
e 144 86 11617
e 269 263 11618
e 269 266 11619
e 273 9 289
e 273 274 11620
e 273 209 3445
e 273 138 11621
e 273 164 11622
e 273 275 11623
e 273 2 2000
e 273 225 11624
e 273 92 1099
e 274 119 11625
e 274 146 11626
e 274 22 11627
e 274 2 11628
e 274 8 11035
e 189 276 11629
e 189 277 11630
e 276 175 11631
e 128 249 11632
e 128 244 11633
e 128 92 11634
