t # 0
v 0 0
v 1 1
v 2 2
v 3 3
v 4 4
v 5 5
v 6 6
v 7 7
v 8 8
v 9 9
v 10 10
v 11 11
v 12 12
v 13 13
v 14 14
v 15 15
v 16 16
v 17 17
v 18 18
v 19 19
v 20 20
v 21 21
v 22 22
v 23 23
v 24 24
v 25 25
v 26 26
v 27 27
v 28 28
v 29 29
v 30 30
v 31 31
v 32 32
v 33 33
v 34 34
v 35 35
v 36 36
v 37 37
v 38 38
v 39 39
v 40 40
v 41 41
v 42 42
v 43 43
v 44 44
v 45 45
v 46 46
v 47 47
v 48 48
v 49 49
v 50 50
v 51 51
v 52 52
v 53 53
v 54 54
v 55 55
v 56 56
v 57 57
v 58 58
v 59 59
v 60 60
v 61 61
v 62 62
v 63 63
v 64 64
e 18 187 1508
e 18 188 11209
e 18 189 11210
e 18 190 11211
e 18 191 11212
e 18 192 11213
e 18 193 11214
e 18 194 3994
e 18 195 11215
e 18 196 7642
e 18 197 11216
e 18 198 11217
e 18 199 8579
e 18 200 11218
e 18 201 11219
e 18 202 11220
e 18 203 11221
e 18 204 11222
e 18 205 11223
e 18 206 11224
e 18 207 11225
e 18 208 11226
e 18 209 11227
e 18 210 8567
e 18 211 3995
e 18 212 11228
e 18 213 11229
e 18 214 1432
e 18 215 11230
e 18 216 11231
e 18 217 11232
e 18 218 8516
e 18 219 11233
e 18 220 11234
e 18 221 11235
e 18 222 11236
e 18 223 11237
e 18 224 11238
e 18 225 11239
e 18 226 11240
e 18 226 11241
e 18 227 11242
e 18 228 11243
e 18 229 1383
e 18 230 11244
e 18 231 11245
e 18 232 11246
e 18 233 11247
e 18 234 11248
e 18 235 11249
e 18 236 11250
e 18 237 11251
e 18 238 11252
e 18 239 11253
e 18 240 11254
e 18 241 11255
e 18 242 11256
e 18 243 11257
e 18 244 8573
e 18 245 8614
e 18 246 11258
e 18 247 11259
e 18 248 11260
e 18 249 11261
e 18 250 11262
e 18 251 765
e 18 252 11263
e 18 253 895
e 18 254 11264
e 18 255 11265
e 18 256 11266
e 18 257 11267
e 18 258 1332
e 17 14 11268
e 259 260 11269
e 259 261 11270
e 260 1 11271
e 260 262 11272
e 261 263 11273
e 261 264 8143
e 265 1 11274
e 266 1 11275
e 266 267 11276
e 267 268 11277
e 268 269 1838
e 268 270 8496
e 268 271 11278
e 268 272 8075
e 268 273 8073
e 268 274 1835
e 268 275 8074
e 263 4 8077
e 263 276 4036
e 263 277 6162
e 278 279 5513
e 278 280 11279
e 278 6 3873
e 278 281 11280
e 278 282 11281
e 282 6 11282
e 282 283 11283
e 282 284 11284
e 283 1 11285
e 285 286 3537
e 285 287 11286
e 285 288 1091
e 285 289 7973
e 285 290 405
e 285 291 7975
e 285 292 7976
e 285 293 7977
e 285 294 7978
e 285 295 7979
e 285 23 7980
e 285 23 7981
e 285 296 7982
e 285 296 7983
e 285 297 1063
e 285 298 7984
e 285 299 7985
e 285 300 7986
e 285 301 580
e 285 301 581
e 285 301 969
e 285 301 970
e 285 301 971
e 285 301 972
e 285 301 11287
e 285 301 11288
e 285 301 11289
e 285 301 11290
e 285 301 11291
e 285 302 11292
e 285 303 11293
e 285 304 11294
e 285 277 11295
e 285 305 11296
e 285 257 11297
e 286 279 11298
e 286 6 11299
e 286 306 11300
e 287 279 11301
e 287 6 11302
e 287 306 11303
e 287 307 11304
e 287 282 11305
e 306 1 11306
e 306 1 11307
e 306 308 11308
e 309 286 11309
e 284 6 8087
e 284 1 8088
e 284 310 8089
e 284 311 8090
e 308 279 8032
e 308 6 8033
e 308 6 11310
e 308 312 8036
e 308 313 8038
e 308 314 8039
e 308 310 11311
e 308 1 11312
e 9 1 8094
e 10 8 8098
e 10 11 11313
e 10 5 8100
e 11 15 11314
e 312 6 8080
e 312 284 8081
e 312 284 11315
e 312 315 11316
e 315 276 8103
e 315 276 5587
e 315 316 8104
e 315 312 8105
e 15 18 5
e 317 306 11317
e 317 308 11318
e 316 9 11319
e 318 9 8106
e 318 1 8107
e 318 264 8108
e 319 320 8109
e 320 313 8110
e 320 1 8111
e 313 321 8112
e 314 322 8113
e 323 1 8114
e 323 324 8115
e 323 10 6475
e 324 5 8097
e 325 1 8116
e 325 16 8117
e 326 1 8118
e 326 16 4534
e 327 16 6484
e 327 1 8119
e 327 328 8120
e 288 1 8121
e 289 329 8122
e 330 1 8123
e 330 314 8124
e 330 264 8125
e 329 263 8126
e 331 329 8127
e 332 311 8128
e 332 284 8129
e 311 12 8130
e 311 333 8131
e 333 334 8132
e 335 311 8133
e 335 336 1709
e 335 337 34
e 338 1 8146
e 338 339 8147
e 339 268 8142
e 328 340 8148
e 340 4 8149
e 341 342 8017
e 341 330 8018
e 342 343 8150
e 342 344 8151
e 345 342 8152
e 345 346 8153
e 346 18 610
e 346 4 8010
e 346 334 8011
e 346 347 8012
e 264 348 8154
e 23 349 8070
e 350 346 8155
e 350 16 8156
e 351 14 8157
e 351 352 8158
e 351 276 8159
e 351 296 8160
e 352 14 8161
e 352 353 8162
e 353 296 8163
e 296 354 8066
e 296 355 8067
e 296 324 8068
e 296 12 8069
e 354 356 8164
e 354 285 8165
e 354 357 8166
e 356 23 8167
e 356 285 8168
e 292 358 8169
e 293 359 8170
e 295 358 8171
e 360 296 8172
e 360 23 8173
e 361 362 8174
e 361 354 7499
e 362 4 946
e 349 18 8175
e 349 363 8176
e 364 349 8177
e 364 16 2290
e 364 365 8178
e 366 285 8179
e 367 324 8072
e 368 285 8180
e 368 23 8181
e 299 351 8182
e 300 16 8183
e 300 276 8184
e 300 369 8185
e 277 370 8186
e 277 371 11320
e 277 372 11321
e 277 373 11322
e 277 374 11323
e 369 358 8187
e 375 23 8188
e 376 375 8189
e 377 375 8190
e 377 378 8191
e 378 379 8192
e 378 23 8193
e 379 380 8194
e 381 379 8195
e 381 11 2326
e 382 378 8196
e 383 310 11324
e 384 304 11325
e 384 301 11326
e 384 301 6646
e 384 301 11327
e 384 301 11328
e 384 301 11329
e 384 301 5234
e 384 385 11330
e 384 386 11331
e 384 386 11332
e 384 386 11333
e 384 14 11334
e 304 387 11335
e 304 96 11336
e 304 18 11337
e 304 277 11338
e 304 277 11339
e 304 301 11340
e 304 301 11341
e 304 301 11342
e 304 388 11343
e 304 389 11344
e 304 390 11345
e 304 391 11346
e 304 392 11347
e 304 393 11348
e 304 394 11349
e 304 48 11350
e 304 395 11351
e 304 396 11352
e 304 397 11353
e 304 304 11354
e 304 398 11355
e 301 18 37
e 301 301 11356
e 301 301 11357
e 301 301 11358
e 301 301 11359
e 301 301 11360
e 301 301 11361
e 301 301 11362
e 301 301 11363
e 301 301 11364
e 301 301 11365
e 301 301 11366
e 301 399 11367
e 301 277 11368
e 301 400 340
e 301 303 11369
e 301 401 11370
e 385 18 11371
e 402 8 4150
e 402 403 11372
e 402 301 544
e 402 301 11373
e 402 301 690
e 402 18 11374
e 403 301 11375
e 403 301 11376
e 386 18 475
e 404 18 482
e 405 304 11377
e 405 386 477
e 405 301 476
e 405 14 1587
e 405 401 11378
e 399 406 11379
e 400 18 88
e 406 18 11380
e 303 18 855
e 407 301 443
e 407 301 513
e 407 301 11381
e 407 408 10945
e 409 301 2357
e 302 301 11382
e 302 301 11383
e 302 301 11384
e 302 301 11385
e 302 285 11386
e 410 301 11387
e 305 18 11388
e 411 285 11389
e 411 412 11390
e 413 257 11391
e 413 18 2042
e 413 400 11392
t # 54
v 0 121
v 1 1
v 2 7
v 3 1245
v 4 58
v 5 74
v 6 2073
v 7 292
v 8 1101
v 9 34
v 10 4
v 11 603
v 12 1431
v 13 6
v 14 3448
v 15 3449
v 16 3450
v 17 3451
v 18 3452
v 19 3453
v 20 1490
v 21 315
v 22 1502
v 23 3454
v 24 3455
v 25 3456
v 26 28
v 27 10
v 28 29
v 29 370
v 30 289
v 31 1118
v 32 1077
v 33 190
v 34 9
v 35 22
v 36 1033
v 37 73
v 38 220
v 39 3457
v 40 172
v 41 584
v 42 354
v 43 248
v 44 2460
v 45 562
v 46 1693
v 47 3458
v 48 3037
v 49 24
v 50 3459
v 51 260
v 52 461
v 53 398
v 54 68
v 55 3460
v 56 75
v 57 134
v 58 2087
v 59 267
v 60 3226
v 61 54
v 62 44
v 63 3461
v 64 3462
v 65 418
v 66 3463
v 67 191
v 68 2190
v 69 139
v 70 1297
v 71 3464
v 72 201
v 73 528
v 74 2437
v 75 3465
v 76 388
v 77 3466
v 78 110
v 79 3467
v 80 3018
v 81 1296
v 82 107
v 83 2265
v 84 291
v 85 65
v 86 2029
v 87 113
v 88 89
v 89 1382
v 90 250
v 91 117
v 92 91
v 93 3468
v 94 25
v 95 3469
v 96 1775
v 97 1198
v 98 230
v 99 171
v 100 3470
v 101 1196
v 102 380
v 103 3471
v 104 3472
v 105 192
v 106 1745
v 107 396
v 108 20
v 109 252
v 110 150
v 111 111
v 112 46
v 113 288
v 114 123
e 0 1 11393
e 0 2 11394
e 0 3 11395
e 3 1 11396
e 3 4 11397
e 4 5 11398
e 6 4 6027
e 7 8 11399
e 7 9 4022
e 7 10 5478
e 7 4 8140
e 8 11 11400
e 8 12 11401
e 11 10 9089
e 10 13 5
e 13 14 11402
e 13 15 11403
e 13 16 11404
e 13 17 11405
e 13 18 11406
e 13 19 11407
e 13 20 7092
e 13 21 526
e 13 22 3994
e 13 23 11408
e 13 24 11409
e 13 25 11410
e 15 14 11411
e 26 27 2645
e 26 28 39
e 29 30 11412
e 31 30 11413
e 31 8 2426
e 32 10 2777
e 32 21 11414
e 33 34 6105
e 33 35 11415
e 33 36 11416
e 34 37 6902
e 34 38 11417
e 34 13 37
e 35 15 11418
e 35 39 11419
e 35 40 11420
e 35 41 1077
e 35 42 876
e 35 42 8748
e 35 43 11421
e 35 44 11422
e 35 45 6273
e 35 46 11423
e 35 47 11424
e 35 48 11425
e 35 49 26
e 35 35 5450
e 35 50 11426
e 35 51 11427
e 35 52 11428
e 36 53 4276
e 36 54 11429
e 36 37 6740
e 36 21 11430
e 37 55 11431
e 37 56 110
e 37 27 115
e 37 28 198
e 37 57 199
e 38 58 11432
e 59 34 443
e 59 1 444
e 59 60 10945
e 58 61 6067
e 62 38 11433
e 39 63 11434
e 39 64 11435
e 54 37 108
e 40 65 11436
e 40 66 11437
e 40 67 11438
e 41 65 11439
e 41 35 11440
e 42 13 610
e 44 68 11441
e 67 69 9471
e 70 42 11442
e 70 71 11443
e 72 42 11444
e 72 42 11445
e 72 73 11446
e 72 35 4911
e 74 43 11447
e 75 68 11448
e 75 65 11449
e 45 61 9105
e 45 76 11450
e 46 65 11451
e 46 48 11452
e 46 36 11453
e 76 2 4772
e 48 8 11454
e 48 77 11455
e 78 46 11456
e 78 79 11457
e 79 80 11458
e 81 82 11459
e 81 65 11460
e 82 83 11461
e 82 84 3886
e 82 85 11462
e 82 61 253
e 82 86 7284
e 83 73 11463
e 83 87 11464
e 73 27 11465
e 73 48 11466
e 47 13 11467
e 88 89 11468
e 88 35 1916
e 89 65 11469
e 89 8 11470
e 90 89 11471
e 90 91 11472
e 49 92 11473
e 49 93 11474
e 49 94 522
e 50 65 11475
e 50 95 11476
e 50 53 11477
e 93 92 11478
e 85 92 11479
e 85 65 6354
e 85 96 11480
e 85 30 6718
e 85 97 11481
e 85 14 11482
e 85 98 375
e 85 7 854
e 95 65 11483
e 99 95 11484
e 99 100 11485
e 51 30 11486
e 51 101 11487
e 51 53 11488
e 52 30 11489
e 52 30 11490
e 52 82 11491
e 52 102 11492
e 101 30 11493
e 101 103 11494
e 101 4 3759
e 101 65 11495
e 101 53 8377
e 84 104 11496
e 84 105 11497
e 106 97 11498
e 106 30 4992
e 106 10 6975
e 106 36 11499
e 107 105 11500
e 107 82 11501
e 105 65 11502
e 105 10 9539
e 105 108 11503
e 86 65 11504
e 86 85 11505
e 109 1 418
e 109 7 4034
e 109 110 11506
e 109 85 11507
e 111 101 4629
e 112 1 4039
e 112 34 4040
e 113 34 476
e 113 114 9137
e 114 13 331
t # 55
v 0 121
v 1 9
v 2 21
v 3 42
v 4 6
v 5 123
v 6 245
v 7 54
v 8 1
v 9 1230
v 10 1765
v 11 930
v 12 208
v 13 821
v 14 3473
v 15 3474
v 16 315
v 17 130
v 18 131
v 19 1764
v 20 1115
v 21 307
v 22 360
v 23 48
v 24 1785
v 25 22
v 26 1766
v 27 312
v 28 863
v 29 107
v 30 1508
v 31 2283
v 32 163
v 33 164
v 34 445
v 35 155
v 36 3475
v 37 1403
v 38 32
v 39 7
v 40 20
v 41 185
v 42 388
v 43 186
v 44 3476
v 45 1081
v 46 410
v 47 510
v 48 45
v 49 4
v 50 1011
v 51 27
v 52 82
v 53 171
v 54 136
v 55 281
v 56 1280
v 57 24
v 58 2520
v 59 25
v 60 907
v 61 198
v 62 199
v 63 160
v 64 326
v 65 526
v 66 851
v 67 65
v 68 184
v 69 58
v 70 2150
v 71 3477
v 72 351
v 73 70
v 74 108
v 75 110
v 76 44
v 77 89
v 78 93
v 79 2890
v 80 1370
v 81 3478
v 82 320
v 83 203
v 84 204
v 85 205
e 0 1 177
e 0 2 11508
e 0 3 179
e 1 4 37
e 1 5 181
e 2 1 738
e 2 6 11509
e 2 7 737
e 2 8 23
e 2 9 11510
e 2 10 11511
e 2 11 11512
e 3 12 779
e 4 13 1508
e 4 14 11513
e 4 15 11514
e 4 16 1512
e 4 17 190
e 4 18 191
e 6 19 11515
e 19 20 11516
e 19 21 11517
e 19 22 11518
e 20 23 11519
e 21 24 11520
e 22 20 11521
e 22 25 9759
e 25 26 11522
e 25 27 7729
e 25 28 11523
e 25 10 11524
e 25 29 4351
e 25 30 6788
e 25 31 6789
e 25 32 245
e 25 33 246
e 26 20 11525
e 27 20 11526
e 12 34 802
e 35 8 537
e 35 36 11527
e 35 37 11528
e 35 3 11529
e 35 38 11299
e 35 39 11530
e 35 40 11531
e 36 25 11532
e 41 36 11533
e 28 7 5090
e 28 42 11534
e 28 43 11535
e 28 44 11536
e 28 45 11537
e 10 7 5734
e 10 42 11538
e 10 46 11539
e 10 47 9578
e 42 48 11540
e 42 48 11541
e 42 49 1198
e 42 49 1199
e 42 50 11542
e 42 51 11543
e 42 52 11544
e 42 40 11545
e 53 42 7293
e 53 42 11546
e 53 54 2165
e 54 55 3128
e 46 47 10874
e 56 25 11547
e 29 57 11548
e 49 4 5
e 57 42 1684
e 57 58 11549
e 57 59 522
e 57 49 11550
e 57 52 11551
e 57 60 5535
e 57 51 34
e 57 61 322
e 57 62 323
e 57 63 324
e 64 56 11552
e 64 3 11553
e 64 28 1573
e 9 39 11554
e 9 65 11555
e 11 28 11556
e 66 67 11557
e 66 9 11558
e 67 7 4633
e 67 68 9336
e 67 69 99
e 67 70 11559
e 67 71 11560
e 69 72 11561
e 69 45 11562
e 45 69 10737
e 45 73 11563
e 74 69 11564
e 74 69 159
e 75 69 160
e 76 74 11565
e 65 69 1747
e 65 37 11566
e 77 67 431
e 70 78 11567
e 71 47 11568
e 52 79 11569
e 52 42 11570
e 52 49 11571
e 52 80 11572
e 81 82 11573
e 81 38 11574
e 81 25 11575
e 5 4 331
e 5 83 332
e 32 84 333
e 32 85 334
e 33 62 335
e 62 73 336
e 62 61 337
t # 56
v 0 357
v 1 0
v 2 9
v 3 42
v 4 230
v 5 186
v 6 20
v 7 6
v 8 7
v 9 264
v 10 82
v 11 388
v 12 84
v 13 594
v 14 141
v 15 584
v 16 2400
v 17 1431
v 18 3479
v 19 1625
v 20 70
v 21 40
v 22 3480
v 23 136
v 24 3481
v 25 3482
v 26 2431
v 27 493
v 28 3483
v 29 2359
v 30 3484
v 31 1184
v 32 1676
v 33 3485
v 34 3486
v 35 3487
v 36 3488
v 37 2023
v 38 1925
v 39 121
v 40 22
v 41 65
v 42 260
v 43 110
v 44 2010
v 45 3489
v 46 2298
v 47 161
v 48 307
v 49 3490
v 50 1503
v 51 3491
v 52 1413
v 53 3492
v 54 194
v 55 4
v 56 248
v 57 3052
v 58 289
v 59 267
v 60 1
v 61 3493
v 62 3494
v 63 2644
v 64 178
v 65 184
v 66 443
v 67 936
v 68 74
v 69 1989
v 70 34
v 71 418
v 72 1198
v 73 1748
v 74 318
v 75 3495
v 76 3496
v 77 2457
v 78 10
v 79 1279
v 80 3497
v 81 107
v 82 3498
v 83 575
v 84 380
v 85 360
v 86 603
v 87 1370
v 88 54
v 89 3499
v 90 151
v 91 321
v 92 320
v 93 31
v 94 32
v 95 46
v 96 319
v 97 351
v 98 3500
v 99 626
v 100 3501
v 101 3502
v 102 902
v 103 2651
v 104 1647
v 105 48
v 106 1649
v 107 242
v 108 345
v 109 3503
v 110 3235
v 111 3504
v 112 239
v 113 21
v 114 576
v 115 517
v 116 38
v 117 3505
v 118 1771
v 119 889
v 120 573
v 121 3506
v 122 574
v 123 24
v 124 44
v 125 27
v 126 1364
v 127 3507
v 128 3508
v 129 526
v 130 23
v 131 3509
v 132 3510
v 133 945
v 134 43
v 135 3511
v 136 617
v 137 208
v 138 430
v 139 245
v 140 3512
v 141 3513
v 142 947
v 143 602
v 144 3514
v 145 3515
v 146 3516
v 147 3517
v 148 2452
v 149 3518
v 150 2822
v 151 955
v 152 2179
v 153 1638
v 154 1167
v 155 2163
v 156 291
v 157 365
v 158 3519
v 159 2297
v 160 280
v 161 3520
v 162 122
v 163 537
v 164 2846
v 165 2832
v 166 2043
v 167 1249
v 168 913
v 169 249
v 170 3521
v 171 1318
v 172 411
v 173 398
v 174 265
e 0 1 612
e 0 2 613
e 0 3 11576
e 1 4 796
e 1 5 393
e 1 6 915
e 2 7 37
e 3 8 11577
e 4 9 11578
e 5 10 11579
e 10 11 11580
e 12 10 11581
e 12 10 11582
e 12 13 1111
e 12 2 11583
e 12 14 11584
e 12 15 11585
e 12 16 11586
e 12 17 11587
e 12 18 11588
e 12 19 11589
e 12 20 11590
e 12 20 6547
e 12 21 1108
e 13 7 3256
e 13 22 11591
e 13 23 11592
e 7 24 11593
e 7 24 11594
e 7 25 11595
e 7 26 11596
e 7 27 900
e 7 28 11597
e 7 29 11598
e 7 30 11599
e 7 31 11600
e 7 32 11601
e 7 33 11602
e 7 34 11603
e 7 35 11604
e 7 36 11605
e 7 37 5850
e 7 38 5431
e 39 3 180
e 39 2 177
e 40 41 4003
e 40 42 4350
e 40 43 11606
e 40 44 11607
e 40 45 11608
e 40 46 11609
e 40 47 11610
e 40 48 11611
e 40 13 11612
e 40 18 11613
e 40 49 11614
e 40 50 11615
e 40 51 11616
e 40 52 11617
e 41 2 379
e 41 53 11618
e 41 54 3063
e 41 55 3056
e 41 56 9337
e 41 57 11619
e 42 58 11486
e 42 15 5499
e 59 2 443
e 59 60 444
e 59 61 11620
e 15 58 6462
e 15 62 11621
e 15 14 11622
e 15 63 11623
e 62 2 11624
e 64 65 11625
e 64 66 11626
e 67 66 11627
e 67 68 11628
e 67 69 11629
e 67 70 5732
e 69 10 11630
e 69 21 11631
e 21 71 11632
e 21 72 11633
e 21 73 11634
e 21 74 11635
e 11 55 1198
e 55 7 5
e 55 50 11636
e 55 32 9353
e 55 75 11637
e 55 76 11638
e 72 70 11639
e 77 78 11640
e 77 79 11641
e 77 80 11642
e 81 79 11643
e 81 82 11644
e 81 83 11645
e 81 84 1622
e 81 85 11646
e 81 86 1636
e 81 87 11647
e 81 12 11648
e 81 88 253
e 81 89 11649
e 82 90 11650
e 82 6 11651
e 91 92 11652
e 91 93 3639
e 91 94 3641
e 91 95 11653
e 95 94 11654
e 95 2 4040
e 95 96 11655
e 96 94 532
e 96 95 11656
e 14 97 11657
e 63 14 11658
e 63 16 11659
e 63 98 11660
e 63 49 11661
e 98 99 11662
e 99 100 11663
e 101 98 11664
e 101 102 11665
e 101 40 11666
e 103 98 11667
e 103 88 11668
e 103 12 11669
e 83 102 11670
e 83 101 11671
e 85 104 11672
e 85 83 11673
e 102 50 11674
e 54 102 11675
e 54 105 1652
e 54 55 6810
e 104 106 4490
e 43 107 11676
e 43 108 587
e 43 12 11677
e 43 109 11678
e 43 110 11679
e 43 44 11680
e 44 13 11681
e 44 111 11682
e 44 84 11683
e 44 18 11684
e 107 88 11685
e 107 12 11686
e 107 16 11687
e 108 12 11688
e 108 79 3197
e 111 112 11689
e 113 60 23
e 113 114 11690
e 114 97 11691
e 114 12 11692
e 109 111 11693
e 115 109 11694
e 115 88 11695
e 116 109 11696
e 116 88 11697
e 45 117 11698
e 45 40 11699
e 45 18 11700
e 46 117 11701
e 46 13 11702
e 46 118 11703
e 47 13 7373
e 47 119 11704
e 47 56 11705
e 48 120 11706
e 119 13 9519
e 119 121 11707
e 56 117 11708
e 121 13 11709
e 121 16 11710
e 121 49 11711
e 49 122 11712
e 49 117 11713
e 123 40 321
e 123 124 842
e 123 125 34
e 124 63 11714
e 86 126 11715
e 86 45 11716
e 86 127 11717
e 126 101 11718
e 19 128 11719
e 129 130 11720
e 130 16 11721
e 130 131 11722
e 131 125 11723
e 132 131 11724
e 132 16 11725
e 133 134 11726
e 133 134 11727
e 133 134 11728
e 133 135 11729
e 133 136 1799
e 133 137 1792
e 133 78 11730
e 133 138 11731
e 133 139 11732
e 133 140 11733
e 133 140 11734
e 133 141 11735
e 133 40 11736
e 133 142 11737
e 133 117 11738
e 133 143 11739
e 134 7 1996
e 135 18 11740
e 135 55 11741
e 136 144 11742
e 136 145 11743
e 137 146 11744
e 137 147 11745
e 137 148 7469
e 32 149 11746
e 150 135 11747
e 150 3 11748
e 151 133 1817
e 151 152 11749
e 127 153 11750
e 154 153 11751
e 138 7 846
e 139 155 11752
e 155 18 11753
e 155 55 11754
e 89 156 11755
e 156 157 11756
e 157 158 11757
e 158 159 11758
e 158 54 11759
e 142 7 1808
e 142 160 11760
e 142 161 11761
e 162 133 11762
e 162 163 11763
e 163 55 9722
e 164 117 11764
e 164 165 11765
e 164 49 11766
e 164 56 11767
e 166 45 11768
e 166 167 5969
e 166 168 11769
e 167 49 11770
e 57 13 11771
e 57 169 11772
e 169 117 11773
e 23 68 11774
e 170 13 11775
e 171 169 11776
e 110 60 11777
e 110 12 11778
e 110 172 11779
e 73 55 11780
e 74 54 11781
e 74 173 11782
e 174 110 11783
t # 57
v 0 357
v 1 0
v 2 9
v 3 42
v 4 230
v 5 186
v 6 20
v 7 6
v 8 7
v 9 264
v 10 82
v 11 388
v 12 84
v 13 594
v 14 141
v 15 584
v 16 2400
v 17 1431
v 18 3479
v 19 1625
v 20 70
v 21 40
v 22 3480
v 23 136
v 24 3481
v 25 3482
v 26 2431
v 27 493
v 28 3483
v 29 2359
v 30 3484
v 31 1184
v 32 1676
v 33 3485
v 34 3486
v 35 3487
v 36 3488
v 37 2023
v 38 1925
v 39 121
v 40 22
v 41 65
v 42 260
v 43 110
v 44 2010
v 45 3489
v 46 2298
v 47 161
v 48 307
v 49 3490
v 50 1503
v 51 3491
v 52 1413
v 53 3492
v 54 194
v 55 4
v 56 248
v 57 3052
v 58 289
v 59 267
v 60 1
v 61 3493
v 62 3494
v 63 2644
v 64 178
v 65 184
v 66 443
v 67 936
v 68 74
v 69 1989
v 70 34
v 71 418
v 72 1198
v 73 1748
v 74 318
v 75 3495
v 76 3496
v 77 2457
v 78 10
v 79 1279
v 80 3497
v 81 107
v 82 3498
v 83 575
v 84 380
v 85 360
v 86 603
v 87 1370
v 88 54
v 89 3499
v 90 151
v 91 321
v 92 320
v 93 31
v 94 32
v 95 46
v 96 319
v 97 351
v 98 3500
v 99 626
v 100 3501
v 101 3502
v 102 902
v 103 2651
v 104 1647
v 105 48
v 106 1649
v 107 242
v 108 345
v 109 3503
v 110 3235
v 111 3504
v 112 239
v 113 21
v 114 576
v 115 517
v 116 38
v 117 3505
v 118 1771
v 119 889
v 120 573
v 121 3506
v 122 574
v 123 24
v 124 44
v 125 27
v 126 1364
v 127 3507
v 128 3508
v 129 526
v 130 23
v 131 3509
v 132 3510
v 133 945
v 134 43
v 135 3511
v 136 617
v 137 208
v 138 430
v 139 245
v 140 3512
v 141 3513
v 142 947
v 143 602
v 144 3514
v 145 3515
v 146 3516
v 147 3517
v 148 2452
v 149 3518
v 150 2822
v 151 955
v 152 2179
v 153 1638
v 154 1167
v 155 2163
v 156 291
v 157 365
v 158 3519
v 159 2297
v 160 280
v 161 3520
v 162 122
v 163 537
v 164 2846
v 165 2832
v 166 2043
v 167 1249
v 168 913
v 169 249
v 170 3521
v 171 1318
v 172 411
v 173 398
v 174 265
e 0 1 612
e 0 2 613
e 0 3 11576
e 1 4 796
e 1 5 393
e 1 6 915
e 2 7 37
e 3 8 11577
e 4 9 11578
e 5 10 11579
e 10 11 11580
e 12 10 11581
e 12 10 11582
e 12 13 1111
e 12 2 11583
e 12 14 11584
e 12 15 11585
e 12 16 11586
e 12 17 11587
e 12 18 11588
e 12 19 11589
e 12 20 11590
e 12 20 6547
e 12 21 1108
e 13 7 3256
e 13 22 11591
e 13 23 11592
e 7 24 11593
e 7 24 11594
e 7 25 11595
e 7 26 11596
e 7 27 900
e 7 28 11597
e 7 29 11598
e 7 30 11599
e 7 31 11600
e 7 32 11601
e 7 33 11602
e 7 34 11603
e 7 35 11604
e 7 36 11605
e 7 37 5850
e 7 38 5431
e 39 3 180
e 39 2 177
e 40 41 4003
e 40 42 4350
e 40 43 11606
e 40 44 11607
e 40 45 11608
e 40 46 11609
e 40 47 11610
e 40 48 11611
e 40 13 11612
e 40 18 11613
e 40 49 11614
e 40 50 11615
e 40 51 11616
e 40 52 11617
e 41 2 379
e 41 53 11618
e 41 54 3063
e 41 55 3056
e 41 56 9337
e 41 57 11619
e 42 58 11486
e 42 15 5499
e 59 2 443
e 59 60 444
e 59 61 11620
e 15 58 6462
e 15 62 11621
e 15 14 11622
e 15 63 11623
e 62 2 11624
e 64 65 11625
e 64 66 11626
e 67 66 11627
e 67 68 11628
e 67 69 11629
e 67 70 5732
e 69 10 11630
e 69 21 11631
e 21 71 11632
e 21 72 11633
e 21 73 11634
e 21 74 11635
e 11 55 1198
e 55 7 5
e 55 50 11636
e 55 32 9353
e 55 75 11637
e 55 76 11638
e 72 70 11639
e 77 78 11640
e 77 79 11641
e 77 80 11642
e 81 79 11643
e 81 82 11644
e 81 83 11645
e 81 84 1622
e 81 85 11646
e 81 86 1636
e 81 87 11647
e 81 12 11648
e 81 88 253
e 81 89 11649
e 82 90 11650
e 82 6 11651
e 91 92 11652
e 91 93 3639
e 91 94 3641
e 91 95 11653
e 95 94 11654
e 95 2 4040
e 95 96 11655
e 96 94 532
e 96 95 11656
e 14 97 11657
e 63 14 11658
e 63 16 11659
e 63 98 11660
e 63 49 11661
e 98 99 11662
e 99 100 11663
e 101 98 11664
e 101 102 11665
e 101 40 11666
e 103 98 11667
e 103 88 11668
e 103 12 11669
e 83 102 11670
e 83 101 11671
e 85 104 11672
e 85 83 11673
e 102 50 11674
e 54 102 11675
e 54 105 1652
e 54 55 6810
e 104 106 4490
e 43 107 11676
e 43 108 587
e 43 12 11677
e 43 109 11678
e 43 110 11679
e 43 44 11680
e 44 13 11681
e 44 111 11682
e 44 84 11683
e 44 18 11684
e 107 88 11685
e 107 12 11686
e 107 16 11687
e 108 12 11688
e 108 79 3197
e 111 112 11689
e 113 60 23
e 113 114 11690
e 114 97 11691
e 114 12 11692
e 109 111 11693
e 115 109 11694
e 115 88 11695
e 116 109 11696
e 116 88 11697
e 45 117 11698
e 45 40 11699
e 45 18 11700
e 46 117 11701
e 46 13 11702
e 46 118 11703
e 47 13 7373
e 47 119 11704
e 47 56 11705
e 48 120 11706
e 119 13 9519
e 119 121 11707
e 56 117 11708
e 121 13 11709
e 121 16 11710
e 121 49 11711
e 49 122 11712
e 49 117 11713
e 123 40 321
e 123 124 842
e 123 125 34
e 124 63 11714
e 86 126 11715
e 86 45 11716
e 86 127 11717
e 126 101 11718
e 19 128 11719
